,Company_id,id_visiter,time_enter,time_exit
156,2,89,2020-01-01 07:21:35,2020-01-01 07:24:33
157,2,90,2020-01-01 07:21:35,2020-01-01 07:27:41
158,2,85,2020-01-01 07:18:21,2020-01-01 07:29:46
159,1,90,2020-01-01 07:27:41,2020-01-01 07:31:33
160,5,88,2020-01-01 07:15:00,2020-01-01 07:32:17
161,1,93,2020-01-01 07:33:55,2020-01-01 07:35:58
162,2,93,2020-01-01 07:35:58,2020-01-01 07:40:10
163,2,94,2020-01-01 07:40:48,2020-01-01 07:42:40
164,3,93,2020-01-01 07:40:10,2020-01-01 07:44:23
165,1,94,2020-01-01 07:42:40,2020-01-01 07:47:05
166,5,92,2020-01-01 07:28:47,2020-01-01 07:51:05
167,2,95,2020-01-01 07:48:31,2020-01-01 07:53:19
168,2,96,2020-01-01 07:51:01,2020-01-01 07:54:58
169,1,92,2020-01-01 07:51:05,2020-01-01 07:55:09
170,1,95,2020-01-01 07:53:19,2020-01-01 07:58:23
171,1,96,2020-01-01 07:54:58,2020-01-01 08:01:03
172,4,97,2020-01-01 08:00:00,2020-01-01 08:05:47
173,2,97,2020-01-01 08:05:47,2020-01-01 08:08:51
174,2,98,2020-01-01 08:05:52,2020-01-01 08:12:32
175,3,97,2020-01-01 08:08:51,2020-01-01 08:15:17
176,3,99,2020-01-01 08:09:27,2020-01-01 08:17:16
177,1,98,2020-01-01 08:12:32,2020-01-01 08:18:19
178,2,100,2020-01-01 08:15:15,2020-01-01 08:21:42
179,1,100,2020-01-01 08:21:42,2020-01-01 08:26:11
180,2,101,2020-01-01 08:22:24,2020-01-01 08:27:13
181,4,101,2020-01-01 08:27:13,2020-01-01 08:32:07
182,2,102,2020-01-01 08:28:18,2020-01-01 08:33:07
183,1,101,2020-01-01 08:32:07,2020-01-01 08:35:46
184,1,102,2020-01-01 08:33:07,2020-01-01 08:38:29
185,5,100,2020-01-01 08:26:11,2020-01-01 08:43:33
186,2,104,2020-01-01 08:37:56,2020-01-01 08:43:46
187,1,104,2020-01-01 08:43:46,2020-01-01 08:45:29
188,1,105,2020-01-01 08:43:11,2020-01-01 08:47:54
189,2,106,2020-01-01 08:46:27,2020-01-01 08:51:58
190,2,107,2020-01-01 08:53:14,2020-01-01 08:58:38
191,1,108,2020-01-01 08:57:59,2020-01-01 08:59:31
192,3,108,2020-01-01 08:59:31,2020-01-01 09:03:04
193,4,107,2020-01-01 08:58:38,2020-01-01 09:05:20
194,2,108,2020-01-01 09:03:04,2020-01-01 09:09:18
195,5,107,2020-01-01 09:05:20,2020-01-01 09:24:13
196,2,111,2020-01-01 09:18:47,2020-01-01 09:24:54
197,1,107,2020-01-01 09:24:13,2020-01-01 09:28:39
198,2,112,2020-01-01 09:27:15,2020-01-01 09:30:57
199,3,111,2020-01-01 09:24:54,2020-01-01 09:32:29
200,1,112,2020-01-01 09:30:57,2020-01-01 09:34:33
201,5,110,2020-01-01 09:14:51,2020-01-01 09:35:11
202,1,110,2020-01-01 09:35:11,2020-01-01 09:40:23
203,2,114,2020-01-01 09:41:02,2020-01-01 09:45:51
204,2,110,2020-01-01 09:40:23,2020-01-01 09:47:21
205,1,114,2020-01-01 09:45:51,2020-01-01 09:49:41
206,1,115,2020-01-01 09:47:50,2020-01-01 09:54:50
207,2,116,2020-01-01 09:53:41,2020-01-01 09:56:21
208,3,117,2020-01-01 09:56:27,2020-01-01 10:00:03
209,1,117,2020-01-01 10:00:03,2020-01-01 10:04:59
210,2,117,2020-01-01 10:04:59,2020-01-01 10:11:21
211,5,115,2020-01-01 09:54:50,2020-01-01 10:13:57
212,5,116,2020-01-01 09:56:21,2020-01-01 10:14:14
213,1,119,2020-01-01 10:10:26,2020-01-01 10:15:36
214,2,119,2020-01-01 10:15:36,2020-01-01 10:18:00
215,2,120,2020-01-01 10:14:32,2020-01-01 10:18:09
216,1,116,2020-01-01 10:14:14,2020-01-01 10:19:39
217,1,120,2020-01-01 10:18:09,2020-01-01 10:20:15
218,4,120,2020-01-01 10:20:15,2020-01-01 10:24:43
219,1,122,2020-01-01 10:25:01,2020-01-01 10:31:36
220,2,123,2020-01-01 10:29:47,2020-01-01 10:33:36
221,4,123,2020-01-01 10:33:36,2020-01-01 10:39:23
222,1,124,2020-01-01 10:35:43,2020-01-01 10:41:51
223,1,125,2020-01-01 10:38:09,2020-01-01 10:42:58
224,4,124,2020-01-01 10:41:51,2020-01-01 10:49:03
225,5,128,2020-01-01 10:51:22,2020-01-01 10:51:22
226,2,124,2020-01-01 10:49:03,2020-01-01 10:54:12
227,1,127,2020-01-01 10:47:55,2020-01-01 10:57:45
228,5,123,2020-01-01 10:39:23,2020-01-01 10:58:10
229,5,126,2020-01-01 10:44:00,2020-01-01 11:01:20
230,1,129,2020-01-01 10:55:19,2020-01-01 11:01:59
231,1,130,2020-01-01 10:57:52,2020-01-01 11:02:00
232,1,131,2020-01-01 11:01:21,2020-01-01 11:04:26
233,3,132,2020-01-01 11:06:10,2020-01-01 11:12:18
234,4,132,2020-01-01 11:12:18,2020-01-01 11:16:51
235,2,133,2020-01-01 11:13:32,2020-01-01 11:20:04
236,1,133,2020-01-01 11:20:04,2020-01-01 11:20:04
237,2,132,2020-01-01 11:16:51,2020-01-01 11:20:39
238,1,134,2020-01-01 11:17:47,2020-01-01 11:27:47
239,2,134,2020-01-01 11:27:47,2020-01-01 11:30:02
240,1,135,2020-01-01 11:25:55,2020-01-01 11:30:34
241,1,136,2020-01-01 11:29:43,2020-01-01 11:34:20
242,2,139,2020-01-01 11:41:54,2020-01-01 11:46:48
243,3,140,2020-01-01 11:44:34,2020-01-01 11:48:45
244,1,139,2020-01-01 11:46:48,2020-01-01 11:52:00
245,5,138,2020-01-01 11:39:33,2020-01-01 11:59:45
246,1,142,2020-01-01 11:57:02,2020-01-01 12:03:28
247,2,143,2020-01-01 12:01:44,2020-01-01 12:06:35
248,4,143,2020-01-01 12:06:35,2020-01-01 12:06:35
249,4,138,2020-01-01 11:59:45,2020-01-01 12:06:43
250,5,141,2020-01-01 11:49:38,2020-01-01 12:09:16
251,2,142,2020-01-01 12:03:28,2020-01-01 12:09:41
252,1,138,2020-01-01 12:06:43,2020-01-01 12:11:15
253,4,145,2020-01-01 12:14:30,2020-01-01 12:14:30
254,1,143,2020-01-01 12:06:35,2020-01-01 12:15:10
255,3,144,2020-01-01 12:07:00,2020-01-01 12:15:12
256,4,142,2020-01-01 12:09:41,2020-01-01 12:16:22
257,2,141,2020-01-01 12:09:16,2020-01-01 12:17:00
258,1,145,2020-01-01 12:14:30,2020-01-01 12:18:24
259,2,144,2020-01-01 12:15:12,2020-01-01 12:18:40
260,3,142,2020-01-01 12:16:22,2020-01-01 12:21:31
261,1,144,2020-01-01 12:18:40,2020-01-01 12:21:47
262,2,145,2020-01-01 12:18:24,2020-01-01 12:24:33
263,3,146,2020-01-01 12:21:56,2020-01-01 12:30:07
264,1,147,2020-01-01 12:26:36,2020-01-01 12:33:19
265,1,146,2020-01-01 12:30:07,2020-01-01 12:36:03
266,2,148,2020-01-01 12:32:18,2020-01-01 12:39:19
267,2,146,2020-01-01 12:36:03,2020-01-01 12:40:20
268,1,149,2020-01-01 12:35:35,2020-01-01 12:41:58
269,4,149,2020-01-01 12:41:58,2020-01-01 12:41:58
270,3,150,2020-01-01 12:37:48,2020-01-01 12:42:55
271,4,148,2020-01-01 12:39:19,2020-01-01 12:45:12
272,2,150,2020-01-01 12:42:55,2020-01-01 12:47:27
273,5,153,2020-01-01 12:48:42,2020-01-01 12:48:42
274,5,147,2020-01-01 12:33:19,2020-01-01 12:50:40
275,2,153,2020-01-01 12:48:42,2020-01-01 12:50:57
276,1,151,2020-01-01 12:42:05,2020-01-01 12:51:11
277,1,148,2020-01-01 12:45:12,2020-01-01 12:51:38
278,4,155,2020-01-01 12:58:53,2020-01-01 13:03:56
279,2,156,2020-01-01 13:00:41,2020-01-01 13:05:29
280,5,152,2020-01-01 12:45:13,2020-01-01 13:08:39
281,1,155,2020-01-01 13:03:56,2020-01-01 13:08:44
282,2,155,2020-01-01 13:08:44,2020-01-01 13:11:38
283,4,152,2020-01-01 13:08:39,2020-01-01 13:11:57
284,1,156,2020-01-01 13:05:29,2020-01-01 13:12:16
285,3,152,2020-01-01 13:11:57,2020-01-01 13:19:13
286,1,159,2020-01-01 13:21:28,2020-01-01 13:23:19
287,5,160,2020-01-01 13:26:42,2020-01-01 13:26:42
288,2,159,2020-01-01 13:23:19,2020-01-01 13:28:09
289,5,159,2020-01-01 13:28:09,2020-01-01 13:28:09
290,5,157,2020-01-01 13:07:42,2020-01-01 13:28:38
291,1,160,2020-01-01 13:26:42,2020-01-01 13:29:25
292,5,155,2020-01-01 13:11:38,2020-01-01 13:30:26
293,4,160,2020-01-01 13:29:25,2020-01-01 13:33:40
294,1,161,2020-01-01 13:33:37,2020-01-01 13:38:56
295,2,161,2020-01-01 13:38:56,2020-01-01 13:41:39
296,4,161,2020-01-01 13:41:39,2020-01-01 13:45:27
297,2,162,2020-01-01 13:39:28,2020-01-01 13:47:30
298,3,163,2020-01-01 13:43:17,2020-01-01 13:48:06
299,2,163,2020-01-01 13:48:06,2020-01-01 13:51:57
300,2,164,2020-01-01 13:49:19,2020-01-01 13:54:12
301,1,162,2020-01-01 13:47:30,2020-01-01 13:55:26
302,1,163,2020-01-01 13:51:57,2020-01-01 13:57:45
303,3,165,2020-01-01 13:53:42,2020-01-01 13:57:58
304,1,164,2020-01-01 13:54:12,2020-01-01 13:59:05
305,2,166,2020-01-01 13:58:54,2020-01-01 14:01:04
306,1,165,2020-01-01 13:57:58,2020-01-01 14:03:46
307,3,167,2020-01-01 14:05:04,2020-01-01 14:07:58
308,5,167,2020-01-01 14:07:58,2020-01-01 14:07:58
309,2,167,2020-01-01 14:07:58,2020-01-01 14:11:24
310,5,164,2020-01-01 13:59:05,2020-01-01 14:16:49
311,2,169,2020-01-01 14:09:38,2020-01-01 14:18:07
312,3,170,2020-01-01 14:18:09,2020-01-01 14:23:45
313,4,171,2020-01-01 14:23:59,2020-01-01 14:23:59
314,5,165,2020-01-01 14:03:46,2020-01-01 14:24:50
315,4,169,2020-01-01 14:18:07,2020-01-01 14:25:29
316,1,171,2020-01-01 14:23:59,2020-01-01 14:28:53
317,1,170,2020-01-01 14:23:45,2020-01-01 14:29:04
318,2,174,2020-01-01 14:35:32,2020-01-01 14:40:20
319,1,174,2020-01-01 14:40:20,2020-01-01 14:43:45
320,5,171,2020-01-01 14:28:53,2020-01-01 14:48:49
321,3,176,2020-01-01 14:47:52,2020-01-01 14:55:52
322,1,177,2020-01-01 14:52:19,2020-01-01 14:56:16
323,5,175,2020-01-01 14:40:15,2020-01-01 14:58:01
324,2,177,2020-01-01 14:56:16,2020-01-01 14:58:39
325,1,176,2020-01-01 14:55:52,2020-01-01 14:58:47
326,2,178,2020-01-01 14:55:32,2020-01-01 15:02:31
327,2,179,2020-01-01 14:59:57,2020-01-01 15:07:13
328,3,180,2020-01-01 15:05:50,2020-01-01 15:14:50
329,1,181,2020-01-01 15:11:21,2020-01-01 15:17:21
330,1,182,2020-01-01 15:16:40,2020-01-01 15:20:12
331,5,182,2020-01-01 15:20:12,2020-01-01 15:20:12
332,5,178,2020-01-01 15:02:31,2020-01-01 15:21:03
333,4,181,2020-01-01 15:17:21,2020-01-01 15:22:34
334,2,183,2020-01-01 15:21:14,2020-01-01 15:27:25
335,5,180,2020-01-01 15:14:50,2020-01-01 15:32:00
336,3,184,2020-01-01 15:29:37,2020-01-01 15:35:09
337,4,183,2020-01-01 15:27:25,2020-01-01 15:35:40
338,1,184,2020-01-01 15:35:09,2020-01-01 15:40:34
339,1,183,2020-01-01 15:35:40,2020-01-01 15:42:47
340,1,185,2020-01-01 15:37:40,2020-01-01 15:43:36
341,2,186,2020-01-01 15:44:35,2020-01-01 15:47:56
342,3,183,2020-01-01 15:42:47,2020-01-01 15:49:27
343,4,186,2020-01-01 15:47:56,2020-01-01 15:54:49
344,1,186,2020-01-01 15:54:49,2020-01-01 15:58:02
345,2,187,2020-01-01 15:50:55,2020-01-01 15:58:06
346,5,184,2020-01-01 15:40:34,2020-01-01 16:00:50
347,4,184,2020-01-01 16:00:50,2020-01-01 16:00:50
348,4,187,2020-01-01 15:58:06,2020-01-01 16:02:20
349,2,188,2020-01-01 15:59:55,2020-01-01 16:04:02
350,5,185,2020-01-01 15:43:36,2020-01-01 16:06:20
351,1,187,2020-01-01 16:02:20,2020-01-01 16:09:05
352,2,185,2020-01-01 16:06:20,2020-01-01 16:09:17
353,2,190,2020-01-01 16:06:19,2020-01-01 16:11:27
354,2,191,2020-01-01 16:11:18,2020-01-01 16:15:25
355,5,190,2020-01-01 16:11:27,2020-01-01 16:28:09
356,1,193,2020-01-01 16:23:02,2020-01-01 16:30:23
357,1,190,2020-01-01 16:28:09,2020-01-01 16:31:46
358,1,194,2020-01-01 16:30:17,2020-01-01 16:35:25
359,1,195,2020-01-01 16:37:08,2020-01-01 16:42:09
360,2,196,2020-01-01 16:43:11,2020-01-01 16:43:11
361,2,198,2020-01-01 16:49:46,2020-01-01 16:51:45
362,3,198,2020-01-01 16:51:45,2020-01-01 16:57:50
363,1,199,2020-01-01 16:55:32,2020-01-01 16:59:21
364,5,197,2020-01-01 16:45:16,2020-01-01 17:05:11
365,2,200,2020-01-01 17:01:07,2020-01-01 17:05:17
366,3,200,2020-01-01 17:05:17,2020-01-01 17:11:11
367,3,201,2020-01-01 17:08:10,2020-01-01 17:16:00
368,1,200,2020-01-01 17:11:11,2020-01-01 17:16:47
369,5,199,2020-01-01 16:59:21,2020-01-01 17:19:16
370,4,201,2020-01-01 17:16:00,2020-01-01 17:22:43
371,2,204,2020-01-01 17:24:41,2020-01-01 17:26:07
372,1,203,2020-01-01 17:22:48,2020-01-01 17:29:02
373,1,204,2020-01-01 17:26:07,2020-01-01 17:32:02
374,2,205,2020-01-01 17:28:10,2020-01-01 17:34:02
375,1,206,2020-01-01 17:30:46,2020-01-01 17:35:24
376,1,207,2020-01-01 17:36:28,2020-01-01 17:39:39
377,2,206,2020-01-01 17:35:24,2020-01-01 17:39:56
378,5,201,2020-01-01 17:22:43,2020-01-01 17:44:05
379,2,201,2020-01-01 17:44:05,2020-01-01 17:50:59
380,3,209,2020-01-01 17:46:57,2020-01-01 17:53:31
381,3,210,2020-01-01 17:49:07,2020-01-01 17:53:35
382,1,210,2020-01-01 17:53:35,2020-01-01 18:01:13
383,5,208,2020-01-01 17:41:58,2020-01-01 18:03:49
384,2,212,2020-01-01 18:02:01,2020-01-01 18:06:11
385,4,213,2020-01-01 18:02:29,2020-01-01 18:07:35
386,1,208,2020-01-01 18:03:49,2020-01-01 18:08:45
387,2,208,2020-01-01 18:08:45,2020-01-01 18:11:32
388,2,214,2020-01-01 18:07:33,2020-01-01 18:14:05
389,5,211,2020-01-01 17:54:00,2020-01-01 18:15:22
390,4,211,2020-01-01 18:15:22,2020-01-01 18:19:03
391,2,215,2020-01-01 18:11:54,2020-01-01 18:21:22
392,3,216,2020-01-01 18:19:02,2020-01-01 18:23:06
393,2,216,2020-01-01 18:23:06,2020-01-01 18:25:16
394,1,216,2020-01-01 18:25:16,2020-01-01 18:29:05
395,1,217,2020-01-01 18:22:33,2020-01-01 18:30:00
396,4,217,2020-01-01 18:30:00,2020-01-01 18:34:38
397,2,218,2020-01-01 18:29:28,2020-01-01 18:34:49
398,1,218,2020-01-01 18:34:49,2020-01-01 18:42:29
399,5,223,2020-01-01 18:52:59,2020-01-01 18:52:59
400,5,220,2020-01-01 18:38:35,2020-01-01 18:56:38
401,4,223,2020-01-01 18:52:59,2020-01-01 18:57:09
402,2,223,2020-01-01 18:57:09,2020-01-01 19:01:42
403,1,220,2020-01-01 18:56:38,2020-01-01 19:01:53
404,4,224,2020-01-01 19:00:31,2020-01-01 19:06:45
405,5,222,2020-01-01 18:49:28,2020-01-01 19:07:36
406,1,225,2020-01-01 19:05:12,2020-01-01 19:10:05
407,2,224,2020-01-01 19:06:45,2020-01-01 19:11:10
408,2,226,2020-01-01 19:08:33,2020-01-01 19:11:28
409,3,222,2020-01-01 19:07:36,2020-01-01 19:14:26
410,4,225,2020-01-01 19:10:05,2020-01-01 19:15:25
411,2,222,2020-01-01 19:14:26,2020-01-01 19:17:38
412,3,226,2020-01-01 19:11:28,2020-01-01 19:17:57
413,3,225,2020-01-01 19:15:25,2020-01-01 19:20:56
414,1,227,2020-01-01 19:14:18,2020-01-01 19:23:35
415,4,228,2020-01-01 19:21:22,2020-01-01 19:24:56
416,5,224,2020-01-01 19:11:10,2020-01-01 19:28:49
417,2,227,2020-01-01 19:23:35,2020-01-01 19:29:40
418,1,228,2020-01-01 19:24:56,2020-01-01 19:33:45
419,2,229,2020-01-01 19:27:30,2020-01-01 19:36:57
420,5,233,2020-01-01 19:42:19,2020-01-01 19:42:19
421,1,229,2020-01-01 19:36:57,2020-01-01 19:43:12
422,5,225,2020-01-01 19:20:56,2020-01-01 19:44:50
423,1,232,2020-01-01 19:38:24,2020-01-01 19:46:45
424,5,227,2020-01-01 19:29:40,2020-01-01 19:49:13
425,2,225,2020-01-01 19:44:50,2020-01-01 19:50:36
426,3,234,2020-01-01 19:48:49,2020-01-01 19:51:36
427,3,232,2020-01-01 19:46:45,2020-01-01 19:53:17
428,1,235,2020-01-01 19:52:58,2020-01-01 19:56:26
429,2,234,2020-01-01 19:51:36,2020-01-01 19:56:45
430,2,232,2020-01-01 19:53:17,2020-01-01 19:59:16
431,5,236,2020-01-01 19:58:50,2020-01-01 20:15:04
432,2,236,2020-01-01 20:15:04,2020-01-01 20:16:13
433,2,238,2020-01-01 20:10:33,2020-01-01 20:18:47
434,2,240,2020-01-01 20:23:41,2020-01-01 20:23:41
435,5,237,2020-01-01 20:06:44,2020-01-01 20:23:50
